Title,puplished_date,views,likes,favorites,month,year
SOKAK ADAMINA BAYRAM HEDİYESİ (İNANILMAZ DEĞİŞİM) | HOLIDAY GIFT TO HOMELESS MAN (AMAZING CHANGE),2022-05-01T09:00:26Z,193302,4579,0,May,22
Bazen uzundan kısaya 😳💈,2022-04-30T15:22:07Z,256279,18577,0,Apr,22
Bazen karıştırırsın 😳💈,2022-04-28T18:17:25Z,10165087,449430,0,Apr,22
İNGİLİZ GEZGİNİN BERBER MOLASI (BUNA İHTİYACI VARDI) | BRITISH TRAVELER'S BARBER BREAK (NEEDED THIS),2022-04-27T15:21:23Z,73612,1115,0,Apr,22
SAÇ RENGİNE KENDİ BİLE ŞAŞIRDI ! | EVEN HE WAS SURPRISED BY THE COLOR OF HAIR !,2022-04-24T09:00:24Z,45079,710,0,Apr,22
ZENGİN İŞ ADAMININ MUHTEŞEM DEĞİŞİMİ | THE MAGNIFICENT CHANGE OF A BUSINESSMAN,2022-04-20T15:00:27Z,94759,1301,0,Apr,22
Bazen boyanın doğal durmasını istersin😳💈,2022-04-18T16:26:25Z,169538,5803,0,Apr,22
JİLET GİBİ SAÇLARINI TARAK GİREMEZ HALE GETİRDİK | HOW TO MAKE A PERM ?,2022-04-17T09:30:04Z,73608,1032,0,Apr,22
Bazen değişiklik istersin 😳💈,2022-04-14T15:46:28Z,23376850,1585267,0,Apr,22
💈ASMR BARBER💈 | 30 YILLIK MAKASLA TRAŞ | WE SHAVED HIM 30 YEARS OLD SCISSORS,2022-04-13T15:45:01Z,57234,868,0,Apr,22
Bazen bağlarsın 😳💈,2022-04-12T17:32:34Z,212192,11227,0,Apr,22
💈ASMR 💈EVSİZ ADAMIN MANKENLERİ ARATMAYAN DÖNÜŞÜMÜ |  HOMELESS MAN BECAME A MODEL AFTER THE SHAVE,2022-04-10T09:00:11Z,77010,1463,0,Apr,22
Bazen tek Tıraşta 3 Farklı Model çıkartırsın 😳💈,2022-04-07T15:19:25Z,227840,10173,0,Apr,22
KIRMIZI TARAĞIN MUCİZESİ ! | THE MIRACLE OF THE RED COMB !,2022-04-06T16:00:11Z,43446,889,0,Apr,22
Bazen tıraşı gösteren fönüdür 😳💈,2022-04-04T22:31:48Z,153414,6617,0,Apr,22
DÜNYADAKİ EN KIVIRCIK SAÇI DÜMDÜZ YAPTIK ! | THE BIGGEST CURLY HAIR ON THE WORLD !,2022-04-03T09:00:17Z,169270,2178,0,Apr,22
Bazen ritime ayak uydurursun 😳💈,2022-03-31T13:15:01Z,183778,5814,0,Mar,22
BAZEN ESKİ SAÇLARINI YENİLERSİN | WE RENEWED HIS HAIRS,2022-03-30T15:00:12Z,34697,839,0,Mar,22
Bazen gerilirsin...😳💈,2022-03-29T17:14:32Z,2071000,26204,0,Mar,22
Bazen güncellersin 😳💈,2022-03-27T19:43:18Z,1629264,95432,0,Mar,22
KAĞIT TOPLAYAN ÇOCUKLARIN İNANILMAZ DEĞİŞİMİ ! (ÇOK EĞLENDİLER) | AMAZING CHANGE OF REFUGEE KIDS !,2022-03-25T15:00:00Z,222866,6194,0,Mar,22
ASMR BARBER | ÇIĞIRINDAN ÇIKMIŞ SAÇLARI KONTROL ALTINA ALDIK! | WE TAKE UNDER CONTROL HIS MESSY HAIR,2022-03-23T15:00:01Z,135194,2015,0,Mar,22
Bazen platin’e düşersin 😳💈,2022-03-21T10:49:51Z,5728350,303249,0,Mar,22
"ASMR BARBER💈 | ÇEKİRDEK AİLE BABASIYDI, MAFYA BABASI OLDU | HE WAS A FAMILY MAN, BECOME A GODFATHER",2022-03-20T09:00:18Z,2563009,27179,0,Mar,22
Bazen ne olduğunu anlamazsın 😳💈,2022-03-17T12:30:30Z,1178932,22609,0,Mar,22
BERBER KENDİNDEN UZUN SAKAL GÖRÜNCE DAYANAMADI ! | BARBER CAN'T RESIST THE LONG BEARD FROM HIS OWN !,2022-03-16T15:02:45Z,47468,808,0,Mar,22
PASLI KOYUN KIRKMA MAKASIYLA SAÇ KESTİK!! & WE SHAVED HAIR WITH RUSTY SHEARS FROM 1987 / ASMR💈,2022-03-13T09:00:05Z,101206,1810,0,Mar,22
Bazen Podolski gözüyle bakarsın 💈😁 @poldi_official,2022-03-11T19:04:07Z,354238,8760,0,Mar,22
ASMR BARBER | SAÇLARIYLA İLGİLİ HİÇBİR FİKRİ YOKTU (SONUCUNA İNANAMADI) ! | HE SHOCKED THE RESULT !,2022-03-09T15:08:04Z,285497,4136,0,Mar,22
"💈 FIRÇA BIYIKLIYDI, KAYTAN BIYIKLI OLDU | HE HAD BRUSH MOUSTACHE, TURNS OUT IMPERIAL MOUSTACHE 💈",2022-03-06T09:00:01Z,39809,771,0,Mar,22
Bazen nostaljik kestirirsin 😳💈,2022-03-04T15:44:57Z,543435,26367,0,Mar,22
ASMR BARBER | SAKALI'NIN ALTINDAN MADEN ÇIKTI ! (İNANILMAZ DEĞİŞİM) | OLD MAN'S INCREDIBLE CHANGE !,2022-03-03T15:00:16Z,2536774,7363,0,Mar,22
Bazen çizdirirsin! 😳💈,2022-03-03T06:44:21Z,191584,4904,0,Mar,22
Bazen yanlardan al üstler kalsın..!😳💈,2022-02-28T15:50:19Z,18466865,835096,0,Feb,22
Bazen şekil verirsin 😳💈,2022-02-26T08:47:37Z,1983879,33156,0,Feb,22
ASMR | BAKIMSIZ SAÇ SAKAL TEMİZİLİĞİ (YEŞİLÇAM ARTİSTİ GİBİ OLDU) HE BECAME A MOVIE STAR,2022-02-25T15:03:00Z,317640,4685,0,Feb,22
İşitme Engelli Kardeşimize Yoğun Bakım (Yüzünden Çıkanlara İnanamayacaksınız) SKIN CARE FOR DEAF KID,2022-02-22T15:00:11Z,550919,6981,0,Feb,22
Bazen Fön Çekme Derdin Kalmaz 😉💈,2022-02-19T14:25:38Z,37911109,1857634,0,Feb,22
ASMR BARBER | DARMADAĞINDI TERTEMİZ OLDU / HE HAD MESSY HAIR BEFORE THE SHAVE,2022-02-18T15:00:15Z,83160,1258,0,Feb,22
Bazen saçların kıvrılır!!?,2022-02-12T21:20:31Z,48035848,2463588,0,Feb,22
CHANGE of SUICIDAL MAN'S COFFEE SHOP and HIMSELF!  -  İNTİHARIN EŞİĞİNDEKİ ADAMIN DÖNÜŞÜMÜ!,2022-02-09T20:00:17Z,28489,978,0,Feb,22
Bazen eğlenceli kesersin!!,2022-02-05T15:16:34Z,134843,6999,0,Feb,22
ÇÖP KENARINDA EKMEK YİYEN ADAMIN DÖNÜŞÜMÜ & TRANSFORMATION OF THE MAN EATING BREAD BY THE WASTE SIDE,2022-01-26T14:00:33Z,1559735,27489,0,Jan,22
BU ÇOCUK ÇILDIRMIŞ!! KENDİ SAÇI ÜZERİNDE HERŞEYİ DENEDİ? & HE TRIED EVERYTHING ON HIS HAIR,2022-01-15T18:03:36Z,41664,860,0,Jan,22
SEYREK SAÇLI DAYIMIZA SİHİRLİ BİR DOKUNUŞ / RESMEN 20 YAŞ FARKETTİ & HAIR HAS INCREASED,2021-12-31T09:00:00Z,52452,1045,0,Dec,21
SOKAKLARIN BABASINI NOEL BABA YAPTIK!!? /Çocuklar Çok Şaşırdı! & WE MADE THE STREET MAN SANTA FATHER,2021-12-29T09:00:14Z,241078,4215,0,Dec,21
HAYATINI ÇUVALA SIĞDIRAN ADAMIN BÜYÜK DEĞİŞİMİ!!? (SAÇLAR RESMEN KÜF TUTMUŞ) & LIFE IN THE BAG,2021-12-20T09:00:13Z,6730101,84209,0,Dec,21
"SOKAK ÇOCUĞU GİBİ GELDİ FUTBOLCU GİBİ GİTTİ!! & CAME LIKE A STREET CHILD, LEFT LIKE A FOOTBALLER",2021-12-09T20:30:00Z,439388,6378,0,Dec,21
SERT BAŞLAYAN TIRAŞ MUTLU SONLA BİTTİ!! & SHAVE THAT STARTS HARD WITH A HAPPY END,2021-11-27T15:26:22Z,44852,861,0,Nov,21
KATERİNA SAÇLARIMA MAKAS ATTI!! & KATERINA CUT MY HAIRS,2021-11-19T16:20:01Z,183529,2487,0,Nov,21
EVSİZ ADAM TIRAŞTAN SONRA İTALYAN MANKENİ GİBİ OLDU!! & HOMELESS MAN WAS LIKE ITALIANS AFTER SHAVING,2021-11-12T17:45:22Z,14112335,205675,0,Nov,21
BELARUSTAN GELEN KADIN ÖĞRENCİMİZE EĞİTİM VERDİK & WE PROVIDED TRAINING TO OUR STUDENT FROM BELARUS,2021-11-09T14:21:54Z,40492,720,0,Nov,21
SOKAK ADAMININ SAÇINDAN ÇIKAN KİR?? & THE MAN LIVING ON THE STREET CLEANED HAIR (ASMR),2021-10-29T22:48:56Z,56349,694,0,Oct,21
SAÇLARINDAN ÇOK SIKILMIŞ BİR HALDEYDİ!? (Manken Gibi Oldu) & HE WAS EXTREMELY BORED WITH HAIR!,2021-10-27T15:00:22Z,192222,2955,0,Oct,21
YAŞLI AMCA DÜNYACA ÜNLÜ FUARDA MUHTEŞEM DEĞİŞİMİYLE SEYİRCİLERİ ŞOK ETTİ!!,2021-10-16T13:36:08Z,58052,1061,0,Oct,21
KILDAN YÜZÜ GÖZÜ GÖRÜNMÜYODU!!? (BURUN DELİKLERİNE DOLARLA AĞDA YAPTIK..),2021-09-22T17:30:19Z,535550,5010,0,Sep,21
SAÇI SAKALI KONTROLDEN ÇIKMIŞ BİR MİSAFİRE ACİL MÜDAHALEDE BULUNDUK!!?,2021-09-06T16:00:11Z,1329263,14238,0,Sep,21
THE TRANSFORMATION OF THE MAN WE TAKING FROM THE STREET INTO AN NBA PLAYER!! & SOKAKTAN NBA'YE ?,2021-08-29T10:00:19Z,63745,1305,0,Aug,21
SOKAKTAKİ HAYATLARIN DÖNÜŞÜMÜ!!? 2 (TIRAŞ SAHNESİ),2021-08-24T16:00:16Z,56465,1093,0,Aug,21
"BU TIRAŞTAN SONRA ARABİSTANA UÇTU!! & AFTER THIS SHAVE, HE FLY TO ARABIA",2021-08-19T21:00:03Z,75003,1313,0,Aug,21
YURT DIŞINDAN GELEN TURİSTİ TÜRK TIRAŞI YAPTIK!! (BIYIKLAR 1 METRE),2021-08-16T19:17:32Z,75258,1059,0,Aug,21
SOKAKTAKİ HAYATLARIN DÖNÜŞÜMÜ!!? 2 & LA TRANSFORMACIÓN DE VIDAS EN LA CALLE 2,2021-07-17T16:00:05Z,407644,10429,0,Jul,21
İŞİTME ENGELLİ KARDEŞİMİZİ SESSİZ TIRAŞ ETTİK!! & WE SHAVED OUR HEARING HANDICAPPED BROTHER SILENTLY,2021-07-12T15:33:33Z,68823,1351,0,Jul,21
DAĞDA ÇOBANLIK YAPAN ADAMIN LÜKS DEĞİŞİMİ!!?,2021-07-08T14:00:06Z,733897,8605,0,Jul,21
💈ASMR💈 BEARD SHAVING WITH A razor!! (TURKISH MASSAGE) & USTURAYLA SAKAL TIRAŞI!!?,2021-06-20T14:30:02Z,238973,2483,0,Jun,21
SAÇIN YANLARINA 3 İŞLEM YAPTIK!!? (KESİM-BOYA-ÇİZİM) & We cut and dyed the sides of the hair,2021-05-09T12:27:01Z,227964,7136,0,May,21
BAZI HAYATLARA İNCEDEN DOKUNMAK GEREKİR!!? & Some lives must be touched!,2021-04-25T14:53:55Z,154912,3279,0,Apr,21
BÖYLE KAŞ RECEP İVEDİKTE BİLE YOK!!? (KAŞLARI ALINCA GÖZLER ORTAYA ÇIKTI..),2021-04-18T15:18:22Z,9386115,68093,0,Apr,21
SON ZAMANLARDA KENDİSİNİ HİÇ BÖYLE GÖRMEMİŞ!!?,2021-04-11T15:39:57Z,82696,1763,0,Apr,21
ÇOCUK ARABADA TIRAŞ OLURKEN SAÇLARINI YEDİ!!?,2021-04-04T14:02:29Z,42497,832,0,Apr,21
CAMİ ÖNÜNDE MENDİL SATAN AMCANIN YENİ STİLİ!! & THE NEW STYLE OF THE MAN SELLING WIPES ON THE STREET,2021-03-28T19:00:10Z,4138365,38262,0,Mar,21
HARABEDE YAŞAYAN ADAMI YEŞİLÇAMA GÖNDERDİKK!!?,2021-03-25T11:46:41Z,816174,13915,0,Mar,21
SOKAKTAKİ HAYATLARIN DÖNÜŞÜMÜ!!? & LA TRANSFORMACIÓN DE VIDAS EN LA CALLE,2021-03-18T20:04:11Z,9716657,142628,0,Mar,21
BABASI İSTEMEDİ KENDİ İSTEDİ!! (Haylaz Çocuk TIRAŞI..),2021-02-28T09:58:56Z,131358,2140,0,Feb,21
ÖNCEKİ HALİYLE ARASINDA DAĞLAR KADAR FARK VAR!!?,2021-02-25T15:43:55Z,13639232,45104,0,Feb,21
İŞİTME ENGELLİ İNŞAATÇI KARDEŞİMİZİN STİLİNİ YENİLEDİK & WE SHAVE OUR HEARING-IMPAIRED WORKER SISTER,2021-02-21T09:00:54Z,3801398,65031,0,Feb,21
SOKAKTA YAŞAYAN ADAMIN BÜYÜK DEĞİŞİMİ 2 & GREAT CHANGE OF THE MAN LIVING IN THE STREET 2,2021-02-17T21:00:09Z,1511699,25029,0,Feb,21
TIRAŞ OLMADAN ÖNCE BOYA ALÇI İŞİ YAPIYORDU ŞİMDİ DERGİ KAPAKLARINDAN İNMİYOR!!?,2021-02-13T11:52:20Z,474367,5340,0,Feb,21
TÜRK NEYMARI BULDUK! KENDİSİNE AYNI SAÇ SAKAL MODELİ TASARLADIK!? & TURKISH NEYMAR HAIR MODEL,2021-01-31T10:09:13Z,43255,841,0,Jan,21
TÜRK KILLI ADAMIN YÜZ TEMİZLİĞİ (RAHATLATICI) & HAIR IS OUT ON THE TURKISH MAN'S FACE (ASMR),2021-01-24T16:11:36Z,107576,1364,0,Jan,21
KIZ ARKADAŞI HİÇ ACIMADAN SAÇINI SAKALINI KESTİ!!? & We cut my boyfriend's hair and beard!,2021-01-17T13:38:01Z,529719,4227,0,Jan,21
SAÇA SAKALA UFAK DOKUNUŞLAR BÜYÜK İŞLER & SMALL TOUCHS TO THE HAIR BEARD GREAT WORKS,2021-01-06T15:10:38Z,65344,998,0,Jan,21
YÜZ NAKLİ BİLE BU KADAR DEĞİŞTİREMEZDİ!!? & A MAN CANNOT CHANGE FACIAL TRANSPLANTATION THAT SO,2021-01-02T15:46:02Z,154625,1702,0,Jan,21
TIRAŞTA AĞLAMAYAN ÇOCUK MU OLUR!!? (Bu yaşta Usturayla sakal tıraşı oldu!),2020-12-20T19:16:58Z,44380,611,0,Dec,20
YÜZÜ DÖVMEDEN GÖZÜKMEYEN ADAMIN SAÇLARINI BOYADIK VE KESTİK!!? (EKİP ÇALIŞMASI),2020-12-12T19:59:42Z,26175,290,0,Dec,20
SAÇLARDAN ÖNÜNÜ GÖREMİYORDU!!?,2020-12-05T17:19:31Z,357739,3441,0,Dec,20
İNGİLTEREDEN GELEN FENOMEN İKİZ KARDEŞLER AYNI ANDA AYNI SAÇI KESTİRDİ!!? | ( Çizikli Model ),2020-11-29T19:25:09Z,13913,268,0,Nov,20
BERBER HASRETİYLE YANIP TUTUŞAN ADAM!!? (Kendini Tanıyamayacak Hale Gelmişti.),2020-11-26T18:46:59Z,783062,7220,0,Nov,20
Transforming to Kylian Mbappé / Mbappé Hair style . Kylian Mbappe’ye dönüşme / Mbappe Saç stili,2020-11-04T16:18:24Z,34282,472,0,Nov,20
JUNİOR SERGİO RAMOS !!?,2020-10-27T12:06:45Z,201753,1170,0,Oct,20
Bu Kız Çıldırmış Olmalı | Saçlarını Kısa Kestirmek İçin Ağladı!!?,2020-10-19T14:33:55Z,39513,439,0,Oct,20
"Kadın Saçına Örgü Çalışması!!? (Yapım Aşamaları 1,2,3...)",2020-10-13T14:34:07Z,9814,152,0,Oct,20
Rasta Ağacını Soyduk!!?,2020-10-07T20:18:53Z,22586,259,0,Oct,20
Minik Ramço Yeni Saçlarıyla Büyük İşler Peşinde!!?,2020-10-03T20:30:46Z,14569,311,0,Oct,20
Mucize Değişim 60’lık Moruk 30’luk Filinta Gibi Delikanlı Oldu!!?,2020-09-22T16:12:10Z,387208,4043,0,Sep,20
Dilara Kaçmaz Eşinin Saçlarını Kesti!!?,2020-09-17T16:59:36Z,95845,1213,0,Sep,20
Johnny Bravo Saç Modeli!! & Johnny Bravo Hairstyle,2020-09-15T16:01:06Z,49893,813,0,Sep,20
Güneş Gibi Bir Saç Yaptık !!,2020-09-08T18:46:58Z,12989,139,0,Sep,20
ERKEK ADAM BOYA YAPTIRIR MI ?,2020-09-04T20:05:25Z,8443,168,0,Sep,20
"HIRSIZ GİBİ GELDİ MANKEN GİBİ GİTTİ!! | Came like a thief, got out like a model",2020-08-11T20:26:43Z,140563,1922,0,Aug,20
6 AY BOYUNCA EVDEN ÇIKMAYAN ADAM NE HALE GELMİŞ!!? | HE HASNT GONE OUT FROM HOUSE FOR 6 MONTHS,2020-07-27T14:51:48Z,342140,3852,0,Jul,20
İNGİLTEREDEN GELEN MİSAFİRİN SAÇI KESTİKÇE ALTINDAN BİRŞEYLER ÇIKIYO!!?,2020-07-25T11:39:17Z,19793,238,0,Jul,20
KAŞ ERKEĞİN PÜF NOKTASI!!?,2020-07-09T13:55:43Z,50952,243,0,Jul,20
KOKO FİRİYE KIŞKIRTMA! | SAÇ ÇIKARTAN  KREM!,2020-07-08T13:20:34Z,105996,1973,0,Jul,20
ROCKÇI GELDİ POPÇU GİTTİ!!?,2020-07-05T14:54:47Z,901083,9189,0,Jul,20
KENDİNİ GÖRÜNCE ADETA NUTKU TUTULDU!!?,2020-07-02T13:43:57Z,26458,436,0,Jul,20
BATMAN DAN GELEN MÜŞTERİYE TAS TIRAŞ MODELİ YAPMAK!!?,2020-06-30T12:48:11Z,105411,1252,0,Jun,20
HERŞEY DAHİL | ÖNCESİ ~ SONRASI | BEFORE ~ AFTER,2020-06-28T17:45:20Z,10959,171,0,Jun,20
ÇILDIRDIK GECELİKLE SAÇ KESTİK!!? & we cut hair with bathrobe,2020-06-26T15:13:44Z,10111,206,0,Jun,20
BİLAL SONSES SAÇLARI’NIN YANLARINA VEDA ETTİ!!?,2020-06-24T15:32:33Z,39536,436,0,Jun,20
İNSANLIKTAN ÇIKMIŞ HALDEYDİ!!? & OUT OF HUMANITY!!?,2020-06-23T17:33:18Z,20821,373,0,Jun,20
BU SAKALLARI KESEBİLECEK BİR SEN VARSIN DEDİ!!?,2020-06-22T11:03:30Z,574909,3896,0,Jun,20
DÜNYANIN EN PAHALI USTURASI!? | (3999$ MÜCEVHER DOLU) & DIAMOND FILLED RAZOR!?,2020-06-20T16:31:48Z,8676,151,0,Jun,20
BİR SAÇTA BU KADAR RENK GÖRÜLMEDİ!? | HER ŞEY GİDER RADİCAL COLOR!!,2020-06-19T10:16:11Z,8265,175,0,Jun,20
NEREDEN NEREYE | NEYDİ NE OLDU!!,2020-06-12T16:37:26Z,17853,336,0,Jun,20
HİNDİSTAN’DAN GELEN KARDEŞİMİZ BENİ DEĞİŞTİR DEDİ | SONUÇ!!?,2020-06-08T10:29:26Z,111020,1770,0,Jun,20
DELİKANLI TIRAŞI!!,2020-06-03T15:48:32Z,40316,602,0,Jun,20
DEĞİŞİME GELDİ VE DEĞİŞTİ!!? YAKARİ7 |,2020-06-01T16:18:43Z,19124,527,0,Jun,20
BULUNMAYAN PARLAMENT MAVİSİYLE SAÇ BOYADIK!!?,2020-05-30T13:58:16Z,28078,648,0,May,20
EZGİZEMİN SAÇLARI BOYADIK!!,2020-05-29T15:23:21Z,23863,669,0,May,20
PERMATİKLE SAÇ SAKAL TEMİZLİĞİ!!?,2020-05-27T19:53:58Z,321355,3047,0,May,20
EVSİZ ADAMIN MUHTEŞEM DEĞİŞİMİ!! & THE AMAZING CHANGE OF THE HOMELESS MAN!!,2020-05-25T15:11:38Z,57372,871,0,May,20
TEK PARMAKLA SAÇ KESEN ADAM & Hair cut with one finger!!,2020-05-23T15:44:34Z,63755,1156,0,May,20
JUSTİN BİEBER SAÇ MODELİ & JUSTİN BİEBER HAIR STYLE,2020-05-21T12:17:22Z,49313,894,0,May,20
KARSLI OLDU TEXASLI!?,2020-05-19T11:42:24Z,43945,602,0,May,20
MARUL KAFAYLA BİRLİKTE İSMAİL AMCANIN SAÇLARI KESTİK!!?,2020-05-18T15:25:07Z,15172,347,0,May,20
SOKAKTA YAŞAYAN ADAMIN BÜYÜK DEĞİŞİMİ!? & GREAT CHANGE OF THE MAN LIVING IN THE STREET!?,2020-05-17T13:01:27Z,1633524,34388,0,May,20
MASKELİ KESİM ÇOK ZOR OLDU!! BU VİRÜS BİZİ NE HALE SOKTU!?,2020-05-14T14:56:39Z,24016,362,0,May,20
KARANTİNADA KARDEŞİMİ SAÇ SAKAL TIRAŞ ETTİM!!? (Sonunda Süpriz Var),2020-04-24T17:57:01Z,59628,1015,0,Apr,20
En iyi berber videoları 2 & Best barber videos 2,2020-04-17T15:28:53Z,63514,581,0,Apr,20
best barber videos & en iyi berber videoları,2020-04-16T16:15:07Z,13721,207,0,Apr,20
Evde Babamın Pembe Saçlarını Jiletle Kazıdık!!?,2020-04-14T11:59:05Z,70467,886,0,Apr,20
EVDE BABAMIN SAÇINI PEMBEYE BOYADIK!!?,2020-04-09T20:36:11Z,45674,586,0,Apr,20
Babama Evde İp Kullanmasını Öğrettim Kaşlarımı Aldı!? #Evdekal,2020-04-06T12:47:51Z,14357,272,0,Apr,20
Sakallar İçin Taş Kağıt Makas Oynadık!? & We Played Rock Paper Scissors For The Beards!?,2020-03-21T13:30:09Z,5272431,38532,0,Mar,20
Asena Veysel’in Saçlarının İçinden Geçti!!,2020-03-19T17:54:02Z,134201,2459,0,Mar,20
"Otobüs Şoförüydü 2 Ayda Berber Yaptık!? (Eğitim) & He was a bus driver, we made a barber in 2 months",2020-03-08T21:11:00Z,25278,413,0,Mar,20
Makas Kesmedi Bizde Usturayla Kestik!!?,2020-03-04T12:25:34Z,40904,683,0,Mar,20
What Lies Under Big Hair!? & Koca Saçların Altında Neler Yatıyor!!?,2020-02-27T10:22:42Z,23294,387,0,Feb,20
Berber Makası ASMR!!? & Barber Scissors ASMR!!?,2020-02-21T15:07:24Z,14083,97,0,Feb,20
Ceren Yaldız’ın Çocukluk Hayali!!?,2020-02-20T12:30:10Z,11096,131,0,Feb,20
TECRÜBE ABİDESİ KADIN SAÇLARIMA PERMA YAPIYOR!!,2020-02-19T11:24:17Z,11276,186,0,Feb,20
Dünya’nın En Hızlı Traşı!!? (15 Dakika 45 Saniyede Kesti) & World's Fastest Shave!!?,2020-02-09T10:59:54Z,13986,191,0,Feb,20
Adamı Sokaktan Alıp Yeni İmaj Tasarladık & We took the man from the street and designed a new image,2020-02-07T13:24:27Z,296057,2819,0,Feb,20
BOL SARIMSAKLI İŞKEMBE ÇORBASI İÇİP TRAŞ ETTİK!!? (Komik Tepkiler..),2020-01-31T15:00:04Z,30067,433,0,Jan,20
Delikli Bone İle Saç Boyama!!?,2020-01-30T17:47:57Z,17225,133,0,Jan,20
Yanları Al Üstler Kalsın Saç Modeli!!?,2020-01-27T15:32:08Z,25095,191,0,Jan,20
LACASA DE PAPEL TOKYO SAÇ MODELİ!!?,2020-01-25T18:44:49Z,16029,188,0,Jan,20
Pırasa Gibi Geldi Marul Gibi Çıktı!!?,2020-01-23T09:47:37Z,10345,106,0,Jan,20
10 Dakikada 2 Yıllık Saça Perma Yaptık!!?,2020-01-22T17:33:13Z,14004,162,0,Jan,20
Uzun Saçlardan Sıkıldı Ve Kestirdi!!? (Sonu acayip oldu.),2020-01-21T17:44:27Z,392472,3521,0,Jan,20
AŞIRI RAHATLATICI SAÇ KIZARTMA VE KESİM!!?,2020-01-19T18:15:23Z,89479,1706,0,Jan,20
Bu Saçı Yaptırdıktan Sonra Yurt Dışına Kaçtı!!?,2020-01-16T11:30:32Z,23143,355,0,Jan,20
Dilara Kaçmaz and Asena Kızılarslan Düello!!?(birbirini yaktılar),2020-01-14T11:15:00Z,159182,932,0,Jan,20
Kadın Gibi Geldi Erkek Gibi Gitti!!?,2020-01-08T09:39:39Z,115841,938,0,Jan,20
Saçları Gri Yaptık Üstüde Rengarenk Oldu!!?,2020-01-05T13:01:28Z,10385,121,0,Jan,20
Yeni Tarzını Görünce Çok Mutlu Oldu!!?,2020-01-04T09:56:36Z,128700,1295,0,Jan,20
Yüzüne Ağda Yaparken Derisi Kalktı!!?,2019-12-29T16:51:09Z,3000256,33782,0,Dec,19
2020 Yılının En Yakışıklı Modeli Üzerinde Eğitim!!?,2019-12-27T15:43:57Z,418781,4465,0,Dec,19
Aile Boyu Değişim!!?,2019-12-24T20:21:51Z,21826,293,0,Dec,19
Dünya Güzelinin Kulakları Temiz Çıktı!?,2019-12-23T14:52:46Z,13551,135,0,Dec,19
Parayı Ödeyemedi Bizde Saçlarını Aldık!!? (Sad Ending One),2019-12-22T15:59:29Z,26322,501,0,Dec,19
Bu Saçlara Babası Ne Dedi!!?,2019-12-19T18:06:02Z,83589,1122,0,Dec,19
Havuç Kafa Bonus Kafa Oldu!?,2019-12-13T13:53:19Z,1136674,11141,0,Dec,19
Dev Gibi Saçlar Cüce Gibi Kaldı!?,2019-12-10T12:39:49Z,282834,2629,0,Dec,19
Olmayan Saçlarını Zorla Kestirdi!?,2019-12-08T13:17:23Z,168293,1692,0,Dec,19
Kel Geldi Saçlı Gitti!?,2019-12-06T18:48:00Z,414435,5129,0,Dec,19
Bedelli Askerliğe Bedelini Ödeyip Gitti!?,2019-12-05T18:02:54Z,242289,2151,0,Dec,19
Siyahi Adam Beyaz Oldu!?,2019-11-29T16:16:15Z,7560,178,0,Nov,19
Bu Saçları Elinden Aldık!?,2019-11-25T12:34:50Z,26650,304,0,Nov,19
Minik Adamın Altında Modellik Yatıyormuş!?,2019-11-20T12:21:02Z,20132,323,0,Nov,19
Küçük Kalpler de Büyük Mutluluk!?,2019-11-16T18:21:37Z,15856,309,0,Nov,19
Bu Kesim İçin Brezilya dan Çıkıp Gelmiş!!?,2019-11-12T11:12:32Z,6480940,59412,0,Nov,19
6 Yıllık Saçlar Gitti!!,2019-11-06T12:52:01Z,9500,72,0,Nov,19
Ezgizem Yardım İstedi Bizde Koştuk Kurtardık!,2019-11-04T10:58:55Z,24652,337,0,Nov,19
Sakallar Yarışıyor!?,2019-11-03T12:38:16Z,41067,521,0,Nov,19
Before & After 2,2019-11-01T15:05:25Z,14789,252,0,Nov,19
Gerçek Örümcek Wax Nasıl Yapılır!?,2019-10-24T15:02:47Z,21090,283,0,Oct,19
Barber Düello VOL2,2019-10-17T15:35:33Z,13655,270,0,Oct,19
Barber Düello VOL1,2019-10-08T16:00:01Z,8039,147,0,Oct,19
Sakallar Rengarenk Oldu!?,2019-09-22T11:23:01Z,806651,8495,0,Sep,19
Son Hali Şaşırtıcı!?,2019-09-19T15:32:11Z,15184,136,0,Sep,19
Asmr batık ve Nasır temizleme !!,2019-09-02T13:40:30Z,125648,195,0,Sep,19
Fenomenlerin kuaförü kim ??,2019-08-29T12:39:22Z,20091,265,0,Aug,19
Avrupai Saç Kesimi!?,2019-08-20T19:48:43Z,10007,130,0,Aug,19
Boyalı Saçlar Nasıl Yıkanmalıdır Ve Nasıl Şekillendirilir?!,2019-08-05T14:18:13Z,12350,171,0,Aug,19
Erkek Berberinde Aranan Extra Hizmetler & Men's Barber Services,2019-08-01T17:16:41Z,6181,46,0,Aug,19
Kıvırcık Dalgalı Ve Uzun Saçı Kestik!,2019-07-31T10:32:40Z,233431,1666,0,Jul,19
Babamın 1 Yıllık Saçını Sakalını Kestik!!?,2019-07-22T15:04:57Z,3338586,26086,0,Jul,19
Bir Günde 3420TL Nasıl Kazandık!?,2019-07-18T11:52:50Z,13635,246,0,Jul,19
ASMR KULAK TEMİZLEME EAR CLEANİNG,2019-05-29T11:47:26Z,179685,5310,0,May,19
Havuz Başında 10 Bin Dolarlık Tıraş !!,2019-05-21T14:06:27Z,12631,162,0,May,19
